Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Relationship with Student,Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
89,80,23,19,38,A,25,Female,Single,0,College,High School,Sister,No,5,Good,Watching TV,High,7,No
99,88,14,21,17,C,25,Male,Single,0,Master's Degree,College,Sister,Yes,7,Poor,Reading,High,6,No
67,60,16,11,14,D,23,Male,Engaged,0,Bachelor's Degree,College,Uncle,No,5,Poor,Watching TV,Low,5,Yes
78,87,11,25,23,C,21,Male,Single,0,Master's Degree,Bachelor's Degree,Aunty,Yes,1,Poor,Sports,Low,6,No
78,84,21,14,38,A,23,Female,Engaged,0,High School,Doctorate,Brother,Yes,8,Good,Sports,High,5,No
88,80,16,22,46,A,19,Female,Engaged,0,Master's Degree,College,Aunty,No,0,Good,Sports,Low,4,No
76,86,19,14,44,A,25,Male,Married,4,Doctorate,Doctorate,Uncle,Yes,9,Average,Watching TV,Moderate,5,No
89,84,10,11,46,B,21,Male,Engaged,0,College,College,Father,Yes,7,Average,Sports,Moderate,7,No
83,94,18,16,22,C,23,Female,Single,0,College,Bachelor's Degree,Father,Yes,8,Poor,Sports,High,2,Yes
82,83,25,25,34,A,22,Male,Single,0,Doctorate,Master's Degree,Brother,No,8,Good,Socializing,High,0,Yes
90,82,18,13,20,C,22,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,5,Good,Reading,High,5,Yes
86,85,18,16,19,C,18,Female,Engaged,0,College,College,Uncle,Yes,9,Poor,Sports,Low,3,Yes
73,60,18,13,10,D,18,Female,Single,0,High School,Doctorate,Aunty,No,2,Average,Reading,Low,6,Yes
66,69,17,12,15,D,25,Male,Engaged,0,High School,Master's Degree,Aunty,Yes,7,Average,Socializing,High,3,Yes
74,64,10,12,22,D,20,Female,Married,3,Master's Degree,High School,Aunty,Yes,1,Average,Sports,Low,0,No
85,84,25,22,16,B,25,Female,Married,0,College,Master's Degree,Brother,Yes,6,Good,Sports,Low,1,Yes
78,88,23,17,34,A,24,Female,Single,0,Master's Degree,College,Sister,Yes,7,Average,Reading,Moderate,6,No
97,87,20,16,40,A,22,Female,Single,0,Doctorate,College,Father,No,5,Average,Socializing,Moderate,6,No
86,75,17,25,11,C,22,Male,Single,0,High School,Doctorate,Sister,No,5,Good,Reading,Low,0,Yes
79,77,19,10,30,C,21,Male,Single,0,Master's Degree,Master's Degree,Sister,No,0,Average,Sports,Moderate,7,No
73,60,12,10,19,D,22,Female,Married,2,College,High School,Aunty,No,8,Average,Sports,Low,6,Yes
62,69,10,16,8,E,25,Female,Married,5,College,Master's Degree,Sister,No,5,Poor,Watching TV,Low,3,Yes
80,99,17,14,28,C,25,Male,Single,0,Doctorate,Bachelor's Degree,Brother,Yes,3,Good,Reading,Low,3,No
96,88,24,22,41,A,23,Female,Single,0,Bachelor's Degree,Doctorate,Uncle,No,0,Poor,Sports,Moderate,1,Yes
69,73,13,25,11,D,21,Male,Engaged,0,Doctorate,Bachelor's Degree,Father,No,1,Average,Socializing,Moderate,2,Yes
99,97,19,10,46,A,18,Female,Engaged,0,Bachelor's Degree,Doctorate,Aunty,Yes,0,Good,Sports,High,5,Yes
70,61,9,14,23,D,18,Female,Single,0,College,College,Uncle,No,7,Good,Watching TV,Low,3,Yes
83,96,13,24,48,A,20,Female,Single,0,Bachelor's Degree,High School,Aunty,Yes,9,Poor,Sports,High,5,No
73,64,21,12,13,D,20,Male,Engaged,0,College,Doctorate,Mother,Yes,1,Poor,Socializing,Moderate,7,Yes
78,99,15,9,28,C,21,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Uncle,No,0,Poor,Watching TV,Low,4,Yes
93,77,17,18,48,A,19,Male,Engaged,0,Doctorate,College,Sister,No,6,Average,Sports,Low,5,No
85,94,8,24,29,B,22,Female,Married,5,Doctorate,College,Aunty,No,3,Good,Watching TV,High,5,No
62,61,11,9,16,E,18,Female,Engaged,0,High School,Master's Degree,Father,Yes,8,Average,Socializing,High,6,No
61,63,12,9,14,E,24,Male,Married,1,High School,Master's Degree,Mother,No,9,Good,Reading,Moderate,7,No
76,81,11,23,40,A,18,Male,Single,0,High School,Doctorate,Father,No,0,Good,Sports,Moderate,1,Yes
79,83,11,19,46,A,24,Male,Single,0,College,College,Uncle,No,9,Good,Watching TV,Low,4,Yes
63,65,18,17,10,D,22,Female,Married,1,Doctorate,Doctorate,Aunty,Yes,1,Average,Socializing,Moderate,6,No
84,82,23,20,9,C,18,Male,Engaged,0,Bachelor's Degree,Master's Degree,Aunty,Yes,5,Good,Socializing,Low,3,Yes
76,77,25,13,42,A,24,Female,Married,3,College,College,Aunty,Yes,9,Good,Sports,Moderate,1,No
84,92,9,8,49,B,21,Male,Married,5,High School,High School,Sister,Yes,6,Poor,Watching TV,High,5,No
72,72,8,8,23,E,24,Female,Single,0,High School,Doctorate,Father,No,1,Poor,Sports,High,7,Yes
89,99,12,9,44,B,20,Male,Single,0,College,Master's Degree,Sister,No,8,Average,Sports,Low,0,Yes
86,94,24,22,39,A,22,Male,Married,4,Bachelor's Degree,Doctorate,Sister,Yes,5,Good,Watching TV,High,4,No
86,86,23,8,34,B,23,Female,Single,0,Master's Degree,High School,Brother,No,3,Good,Reading,Low,0,No
90,96,21,17,49,A,18,Male,Engaged,0,Master's Degree,Doctorate,Aunty,Yes,9,Poor,Sports,Low,7,Yes
76,96,21,15,21,C,20,Male,Single,0,High School,Master's Degree,Brother,Yes,5,Poor,Socializing,High,2,No
73,61,16,9,24,D,25,Female,Engaged,0,Master's Degree,College,Uncle,Yes,9,Good,Watching TV,Low,0,No
94,78,22,17,42,A,23,Female,Single,0,Master's Degree,Doctorate,Father,No,8,Poor,Socializing,Low,2,Yes
92,92,24,10,43,A,21,Female,Engaged,0,College,High School,Mother,Yes,0,Good,Watching TV,High,7,No
65,70,18,8,14,D,25,Male,Engaged,0,Doctorate,Doctorate,Uncle,Yes,6,Average,Reading,High,6,No
85,83,18,10,37,B,18,Female,Married,3,High School,Master's Degree,Mother,No,3,Poor,Watching TV,Moderate,0,Yes
83,97,17,17,46,A,21,Male,Single,0,College,Master's Degree,Mother,No,2,Good,Socializing,Moderate,4,No
81,96,10,10,35,C,18,Female,Married,4,Bachelor's Degree,Doctorate,Aunty,No,7,Good,Sports,Moderate,6,Yes
77,80,17,9,47,A,20,Male,Married,4,Master's Degree,Master's Degree,Sister,Yes,7,Good,Watching TV,Low,4,No
64,72,11,10,13,E,24,Female,Married,0,Master's Degree,Bachelor's Degree,Mother,No,2,Poor,Watching TV,High,2,Yes
72,73,15,11,12,E,21,Male,Single,0,Master's Degree,College,Uncle,Yes,3,Average,Watching TV,Moderate,2,Yes
81,81,14,17,47,A,20,Female,Engaged,0,College,College,Aunty,Yes,3,Average,Sports,Moderate,4,No
87,75,10,17,41,B,25,Female,Single,0,Doctorate,College,Mother,No,2,Average,Socializing,Moderate,3,Yes
72,63,11,9,26,D,23,Male,Engaged,0,College,College,Father,Yes,2,Average,Reading,Low,0,No
84,77,22,19,31,A,21,Male,Engaged,0,Master's Degree,High School,Brother,Yes,1,Average,Sports,Moderate,2,No
80,79,16,12,34,B,23,Male,Married,4,Doctorate,Doctorate,Brother,Yes,4,Poor,Sports,Moderate,6,Yes
86,88,18,18,41,A,22,Female,Single,0,Master's Degree,Master's Degree,Father,Yes,3,Poor,Reading,High,3,Yes
74,67,9,10,26,D,25,Male,Married,3,College,High School,Father,No,8,Good,Reading,Low,5,No
99,85,11,25,30,B,21,Male,Single,0,Doctorate,College,Father,No,5,Poor,Socializing,Moderate,1,No
92,94,10,11,44,B,19,Male,Engaged,0,Doctorate,Master's Degree,Uncle,No,7,Good,Watching TV,Low,5,No
97,80,21,20,41,A,19,Male,Married,1,Master's Degree,College,Father,No,7,Average,Reading,High,1,Yes
85,77,25,22,36,A,19,Male,Married,4,College,Master's Degree,Sister,Yes,0,Poor,Socializing,Low,7,No
79,89,23,10,43,A,22,Male,Single,0,College,Bachelor's Degree,Mother,Yes,4,Good,Sports,High,7,Yes
90,87,25,19,24,B,24,Female,Engaged,0,Doctorate,College,Father,No,9,Average,Sports,Moderate,4,No
77,88,16,17,43,A,18,Male,Single,0,High School,High School,Brother,No,3,Average,Socializing,Low,3,Yes
97,94,18,21,40,A,22,Female,Married,3,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,9,Good,Sports,High,2,Yes
82,82,24,14,36,A,24,Female,Engaged,0,High School,Doctorate,Aunty,No,2,Average,Reading,High,2,No
92,81,21,19,36,A,24,Male,Engaged,0,High School,Master's Degree,Uncle,Yes,0,Poor,Socializing,High,7,Yes
98,86,19,25,27,A,21,Female,Engaged,0,Bachelor's Degree,College,Sister,No,3,Poor,Sports,Moderate,1,No
83,86,10,21,39,A,22,Male,Single,0,Doctorate,Bachelor's Degree,Sister,No,5,Average,Socializing,Moderate,3,Yes
73,64,16,10,11,E,22,Female,Single,0,College,Master's Degree,Brother,No,3,Good,Watching TV,High,0,Yes
75,81,16,15,37,B,21,Female,Married,5,High School,Doctorate,Mother,No,3,Average,Watching TV,Moderate,5,Yes
75,94,10,8,41,C,25,Male,Married,5,High School,College,Brother,Yes,7,Good,Sports,Moderate,0,Yes
96,78,24,12,27,B,23,Male,Engaged,0,High School,Doctorate,Father,Yes,1,Poor,Reading,Low,4,Yes
83,96,14,17,21,C,24,Female,Married,3,College,Doctorate,Aunty,Yes,1,Average,Reading,Moderate,4,No
97,81,23,12,20,C,24,Male,Single,0,Bachelor's Degree,College,Uncle,Yes,4,Good,Sports,Moderate,6,No
99,94,9,8,33,C,19,Female,Married,5,College,Doctorate,Brother,No,3,Good,Socializing,Low,2,Yes
81,96,22,16,45,A,25,Male,Engaged,0,Doctorate,Master's Degree,Brother,No,8,Poor,Reading,High,4,No
91,75,11,21,49,A,25,Male,Engaged,0,Master's Degree,Master's Degree,Uncle,Yes,6,Poor,Socializing,Low,7,Yes
98,81,13,24,20,C,20,Male,Single,0,Bachelor's Degree,College,Uncle,Yes,4,Poor,Socializing,High,1,Yes
68,74,16,12,18,D,21,Female,Single,0,College,College,Father,No,9,Poor,Reading,Low,4,Yes
99,97,13,16,23,C,23,Female,Married,5,High School,High School,Sister,Yes,5,Good,Sports,High,1,Yes
86,83,17,12,44,A,25,Male,Single,0,College,Bachelor's Degree,Brother,Yes,6,Average,Sports,Moderate,3,No
92,85,13,25,19,C,24,Female,Single,0,High School,Doctorate,Father,Yes,0,Good,Watching TV,Moderate,5,Yes
82,80,22,14,29,B,23,Male,Engaged,0,High School,College,Father,No,3,Good,Reading,High,3,No
84,94,8,23,21,C,23,Male,Single,0,Doctorate,College,Brother,No,2,Good,Watching TV,Low,0,No
72,65,13,13,20,D,19,Female,Single,0,High School,Bachelor's Degree,Father,No,2,Average,Socializing,High,4,No
69,71,15,17,8,D,22,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,6,Poor,Watching TV,Low,4,Yes
83,82,16,17,33,B,24,Female,Engaged,0,Bachelor's Degree,College,Aunty,Yes,7,Good,Reading,Low,7,No
93,76,21,13,38,A,22,Female,Single,0,Doctorate,Doctorate,Brother,No,0,Good,Reading,Moderate,0,Yes
86,90,21,10,20,C,23,Male,Married,0,High School,High School,Brother,Yes,6,Average,Reading,Moderate,5,Yes
99,91,16,21,38,A,25,Female,Married,4,College,College,Aunty,Yes,9,Good,Watching TV,Moderate,5,Yes
77,89,22,15,50,A,19,Female,Engaged,0,College,Master's Degree,Aunty,Yes,0,Good,Socializing,Low,0,Yes
97,83,12,8,49,B,18,Male,Married,4,Master's Degree,High School,Brother,No,7,Good,Watching TV,Moderate,1,Yes
90,89,9,22,37,B,24,Male,Engaged,0,Bachelor's Degree,Doctorate,Mother,No,2,Poor,Reading,Low,7,Yes
82,76,17,10,27,C,18,Female,Married,5,High School,High School,Father,Yes,8,Poor,Socializing,Low,4,Yes
88,93,24,17,44,A,18,Male,Single,0,High School,College,Mother,Yes,8,Good,Watching TV,Moderate,1,No
63,60,12,10,20,D,18,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Uncle,Yes,6,Average,Socializing,Moderate,1,No
96,92,8,25,41,A,23,Female,Engaged,0,Bachelor's Degree,College,Aunty,No,5,Average,Sports,Low,1,Yes
79,87,11,21,37,B,24,Female,Married,0,College,High School,Uncle,No,3,Good,Sports,Low,2,Yes
99,99,17,14,21,C,18,Male,Engaged,0,High School,Bachelor's Degree,Sister,Yes,7,Average,Reading,High,2,Yes
94,84,14,25,23,B,20,Female,Married,4,Bachelor's Degree,Doctorate,Uncle,Yes,6,Poor,Socializing,High,5,No
95,97,25,23,26,A,24,Male,Single,0,High School,College,Brother,Yes,1,Good,Reading,Moderate,4,Yes
69,63,18,17,10,D,22,Male,Engaged,0,Doctorate,Doctorate,Father,No,7,Poor,Socializing,Moderate,3,No
95,86,21,24,32,A,23,Female,Engaged,0,High School,College,Aunty,Yes,1,Good,Reading,Low,0,No
98,89,15,9,47,A,20,Female,Single,0,Master's Degree,Doctorate,Mother,No,6,Good,Watching TV,High,1,No
94,90,21,20,24,B,24,Male,Married,1,College,Bachelor's Degree,Brother,Yes,5,Poor,Watching TV,Moderate,4,Yes
87,77,22,18,15,C,20,Male,Married,4,Bachelor's Degree,Doctorate,Aunty,Yes,1,Poor,Watching TV,Moderate,6,Yes
85,81,17,22,32,A,21,Female,Single,0,College,College,Uncle,Yes,1,Good,Watching TV,Low,5,No
92,89,19,17,50,A,20,Male,Single,0,Bachelor's Degree,High School,Father,No,7,Poor,Watching TV,Moderate,5,No
76,90,19,12,46,A,24,Male,Single,0,Master's Degree,High School,Aunty,Yes,7,Average,Socializing,Low,3,Yes
80,99,13,23,32,B,24,Female,Married,4,Doctorate,Bachelor's Degree,Brother,Yes,0,Good,Watching TV,Moderate,1,Yes
77,95,20,21,19,B,22,Male,Single,0,Doctorate,Doctorate,Aunty,Yes,9,Poor,Sports,Moderate,5,No
85,88,17,19,30,B,25,Male,Engaged,0,High School,Bachelor's Degree,Uncle,Yes,4,Poor,Reading,Moderate,4,No
88,77,14,24,17,C,22,Female,Engaged,0,Doctorate,High School,Father,Yes,0,Average,Watching TV,High,6,No
65,71,12,10,8,E,20,Female,Married,5,College,Bachelor's Degree,Brother,No,5,Good,Socializing,Moderate,6,No
90,90,18,12,24,C,20,Male,Married,3,Master's Degree,Bachelor's Degree,Brother,Yes,7,Poor,Sports,Moderate,7,No
84,86,16,18,38,A,25,Female,Married,4,High School,High School,Brother,No,0,Poor,Watching TV,High,7,No
86,83,10,22,23,C,21,Male,Engaged,0,College,Doctorate,Father,No,1,Average,Watching TV,Low,6,No
97,79,16,8,31,C,19,Male,Engaged,0,Bachelor's Degree,College,Father,Yes,1,Poor,Socializing,High,4,No
97,89,21,25,44,A,18,Female,Single,0,Master's Degree,Master's Degree,Father,No,4,Good,Reading,Moderate,7,No
97,84,25,19,18,B,24,Male,Single,0,Doctorate,Doctorate,Father,Yes,7,Good,Watching TV,High,7,Yes
63,63,14,10,15,E,22,Male,Married,4,High School,High School,Sister,Yes,7,Poor,Watching TV,Moderate,5,Yes
93,92,25,14,48,A,25,Male,Engaged,0,Doctorate,Bachelor's Degree,Mother,Yes,9,Good,Socializing,Low,5,No
82,94,25,19,43,A,18,Male,Single,0,College,Master's Degree,Sister,No,8,Poor,Reading,High,0,Yes
86,94,23,9,37,B,20,Female,Engaged,0,Master's Degree,Doctorate,Sister,No,0,Good,Reading,Low,0,No
98,92,19,18,15,C,21,Male,Married,5,Bachelor's Degree,High School,Uncle,No,7,Average,Reading,Low,4,Yes
89,97,25,11,47,A,24,Female,Married,3,High School,College,Aunty,No,0,Poor,Socializing,Low,4,Yes
94,97,16,13,22,C,24,Male,Married,0,College,Doctorate,Brother,No,5,Good,Watching TV,High,2,No
94,83,25,22,33,A,20,Male,Married,4,Doctorate,High School,Aunty,Yes,1,Average,Socializing,Low,5,No
98,80,10,19,34,B,23,Female,Engaged,0,College,Doctorate,Father,Yes,5,Average,Sports,High,0,No
79,76,22,16,12,C,18,Male,Married,4,Bachelor's Degree,Doctorate,Uncle,Yes,1,Average,Watching TV,Low,4,No
74,72,14,9,18,D,19,Female,Engaged,0,College,Master's Degree,Aunty,Yes,8,Average,Watching TV,Low,6,Yes
79,75,14,9,44,B,23,Female,Married,1,College,Doctorate,Uncle,No,5,Poor,Reading,High,4,No
72,71,13,11,16,D,21,Male,Single,0,College,Master's Degree,Aunty,No,2,Average,Socializing,Low,5,Yes
78,92,19,20,40,A,24,Male,Married,5,High School,Doctorate,Uncle,No,4,Good,Reading,Moderate,4,No
75,90,9,15,30,C,21,Male,Single,0,College,High School,Mother,Yes,2,Poor,Sports,Low,4,No
83,94,20,20,32,A,22,Female,Married,3,High School,Doctorate,Brother,Yes,5,Average,Reading,Low,2,Yes
95,94,19,17,20,C,22,Male,Married,1,Bachelor's Degree,Master's Degree,Aunty,No,9,Average,Socializing,High,2,Yes
88,90,22,15,38,A,24,Male,Married,1,High School,College,Uncle,No,2,Average,Socializing,Moderate,5,No
63,74,8,21,14,D,25,Male,Single,0,High School,Doctorate,Brother,Yes,9,Poor,Socializing,High,0,No
88,80,10,19,40,B,21,Female,Engaged,0,Master's Degree,Bachelor's Degree,Father,Yes,7,Poor,Watching TV,High,0,No
94,90,24,21,19,B,21,Male,Single,0,Doctorate,Master's Degree,Aunty,No,9,Average,Watching TV,High,0,Yes
62,61,10,24,9,D,20,Female,Single,0,College,Bachelor's Degree,Brother,Yes,1,Good,Sports,Low,5,Yes
92,99,16,11,44,A,25,Female,Married,1,Bachelor's Degree,Master's Degree,Mother,No,4,Average,Sports,Moderate,1,Yes
93,79,19,12,25,C,18,Male,Married,4,Bachelor's Degree,Doctorate,Uncle,Yes,2,Good,Watching TV,Low,7,No
78,93,16,18,29,B,22,Male,Single,0,Master's Degree,Master's Degree,Aunty,Yes,6,Good,Socializing,Low,6,Yes
85,81,19,23,47,A,23,Female,Engaged,0,Master's Degree,Master's Degree,Sister,No,7,Poor,Sports,Low,5,Yes
88,75,14,21,34,B,18,Male,Single,0,College,Master's Degree,Mother,Yes,9,Poor,Sports,High,0,No
75,79,20,20,18,C,20,Male,Married,4,High School,Bachelor's Degree,Sister,No,0,Average,Watching TV,High,2,Yes
97,95,14,18,19,C,25,Male,Single,0,Master's Degree,College,Aunty,No,1,Average,Sports,Moderate,5,Yes
92,92,20,11,31,B,24,Male,Engaged,0,Doctorate,Master's Degree,Aunty,No,3,Average,Reading,Low,7,No
85,86,14,17,25,C,19,Female,Married,2,Bachelor's Degree,Master's Degree,Uncle,No,9,Good,Socializing,High,7,Yes
83,92,18,24,10,C,24,Female,Engaged,0,Bachelor's Degree,High School,Sister,Yes,0,Poor,Sports,Low,6,No
83,77,8,18,40,B,24,Female,Single,0,Bachelor's Degree,High School,Uncle,Yes,0,Poor,Socializing,Low,6,No
96,75,16,18,38,A,18,Male,Single,0,Bachelor's Degree,Master's Degree,Aunty,Yes,6,Poor,Watching TV,Low,0,No
88,83,20,22,25,B,20,Male,Married,5,Doctorate,High School,Father,No,2,Poor,Sports,High,1,No
63,70,15,15,11,D,22,Male,Engaged,0,Doctorate,Doctorate,Brother,No,5,Average,Sports,High,4,No
92,92,22,20,14,C,18,Male,Engaged,0,Doctorate,Master's Degree,Mother,No,3,Good,Sports,High,2,No
71,72,20,11,18,D,19,Male,Single,0,Doctorate,Doctorate,Uncle,No,7,Good,Watching TV,Moderate,6,No
96,90,16,17,48,A,24,Male,Single,0,High School,High School,Mother,Yes,3,Poor,Sports,High,3,Yes
89,80,8,21,27,C,22,Female,Single,0,Bachelor's Degree,Master's Degree,Brother,Yes,7,Good,Socializing,Low,1,No
80,76,12,10,28,C,25,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Brother,Yes,4,Good,Sports,High,1,No
89,84,12,21,48,A,22,Female,Single,0,Bachelor's Degree,Doctorate,Mother,No,3,Good,Watching TV,Low,7,No
91,86,16,23,39,A,19,Male,Single,0,Master's Degree,High School,Father,No,8,Average,Socializing,Moderate,6,Yes
84,88,11,12,48,A,24,Female,Married,4,College,High School,Uncle,No,8,Good,Socializing,High,2,No
69,64,15,15,13,D,18,Female,Married,2,College,High School,Mother,Yes,3,Poor,Reading,Low,3,Yes
68,60,25,8,16,D,23,Male,Married,2,Master's Degree,College,Brother,Yes,0,Poor,Reading,Moderate,0,No
62,61,16,10,9,E,25,Male,Single,0,Master's Degree,College,Uncle,Yes,2,Average,Watching TV,Moderate,5,No
82,93,18,22,45,A,19,Male,Single,0,Doctorate,Master's Degree,Uncle,Yes,9,Good,Reading,Moderate,7,No
97,99,17,8,41,B,22,Male,Engaged,0,Bachelor's Degree,College,Sister,Yes,7,Poor,Sports,Moderate,0,No
95,97,18,22,33,A,25,Male,Engaged,0,High School,Doctorate,Aunty,Yes,4,Good,Reading,Moderate,7,Yes
96,76,10,16,40,B,20,Female,Married,0,Doctorate,High School,Uncle,Yes,1,Poor,Sports,High,5,No
89,83,11,22,47,A,18,Male,Married,4,Doctorate,Doctorate,Aunty,Yes,8,Poor,Socializing,High,6,No
91,77,13,16,40,B,19,Male,Single,0,College,High School,Aunty,Yes,3,Good,Reading,High,7,No
86,88,23,22,48,A,20,Female,Married,1,Bachelor's Degree,High School,Uncle,No,9,Poor,Sports,High,3,No
69,66,25,10,10,D,24,Female,Single,0,College,College,Aunty,No,8,Good,Reading,Low,7,Yes
81,82,20,23,22,B,24,Female,Single,0,High School,Doctorate,Uncle,Yes,8,Good,Watching TV,High,3,No
75,75,18,19,8,D,23,Female,Engaged,0,Bachelor's Degree,High School,Uncle,No,2,Poor,Sports,Moderate,7,Yes
75,64,13,24,8,D,23,Male,Engaged,0,High School,College,Brother,Yes,4,Poor,Reading,High,1,Yes
88,78,18,14,28,B,24,Female,Married,0,High School,College,Father,Yes,4,Average,Watching TV,Low,7,Yes
91,80,22,19,42,A,19,Female,Married,2,Bachelor's Degree,Doctorate,Uncle,No,5,Average,Watching TV,High,1,No
89,75,19,25,18,B,23,Male,Engaged,0,Master's Degree,Master's Degree,Brother,No,4,Poor,Watching TV,Moderate,1,No
65,74,10,16,16,D,22,Female,Married,3,Doctorate,Master's Degree,Brother,No,3,Average,Socializing,High,2,No
83,97,21,24,38,A,22,Male,Married,1,Master's Degree,Bachelor's Degree,Uncle,Yes,1,Poor,Sports,Low,0,Yes
93,89,23,21,19,B,24,Female,Married,4,College,Master's Degree,Sister,Yes,2,Poor,Watching TV,High,1,Yes
77,79,21,17,19,C,19,Female,Married,0,College,Master's Degree,Sister,Yes,0,Good,Watching TV,Moderate,6,Yes
92,88,19,19,13,C,24,Male,Engaged,0,College,Doctorate,Aunty,No,3,Average,Reading,High,2,No
78,92,17,21,33,A,25,Female,Married,1,High School,Doctorate,Brother,Yes,8,Good,Sports,Low,4,No
95,96,24,23,28,A,23,Male,Single,0,College,College,Brother,Yes,1,Average,Socializing,High,7,No
99,96,8,15,39,B,22,Female,Single,0,Bachelor's Degree,High School,Mother,No,7,Average,Watching TV,Moderate,0,No
98,93,9,8,37,C,22,Male,Single,0,Doctorate,Master's Degree,Father,No,5,Average,Reading,Moderate,7,Yes
84,80,13,22,45,A,25,Female,Single,0,College,High School,Aunty,Yes,6,Poor,Reading,High,5,No
97,87,17,20,42,A,18,Female,Married,4,Doctorate,Master's Degree,Aunty,Yes,7,Good,Reading,Low,6,Yes
84,99,18,21,13,C,25,Male,Married,0,College,Master's Degree,Father,Yes,8,Poor,Reading,Moderate,0,Yes
77,94,12,10,37,C,20,Male,Married,2,High School,Master's Degree,Mother,Yes,9,Poor,Reading,High,6,No
96,82,16,18,27,B,25,Male,Single,0,College,College,Aunty,Yes,5,Poor,Watching TV,Moderate,5,Yes
81,90,9,15,30,C,18,Female,Engaged,0,High School,High School,Uncle,Yes,0,Poor,Socializing,Low,2,No
75,74,12,12,19,D,23,Male,Married,2,College,College,Father,Yes,6,Good,Reading,High,6,No
80,75,14,16,41,A,21,Male,Married,3,High School,High School,Mother,Yes,9,Poor,Watching TV,High,5,Yes
96,78,20,21,22,B,23,Male,Married,3,Doctorate,High School,Sister,No,8,Poor,Watching TV,Moderate,1,Yes
90,78,14,25,20,C,22,Female,Single,0,College,Master's Degree,Mother,Yes,0,Good,Socializing,Moderate,2,Yes
99,87,19,20,15,C,25,Female,Married,5,Doctorate,College,Sister,Yes,9,Good,Watching TV,Low,1,Yes
73,72,9,17,8,E,19,Male,Engaged,0,Master's Degree,College,Uncle,Yes,1,Poor,Sports,Moderate,3,Yes
66,71,21,18,8,D,23,Female,Married,2,Master's Degree,Doctorate,Sister,Yes,1,Poor,Reading,Low,5,No
93,98,24,17,37,A,18,Female,Married,5,High School,Master's Degree,Father,Yes,8,Good,Socializing,High,5,No
92,93,23,24,14,B,25,Female,Single,0,Bachelor's Degree,Master's Degree,Sister,Yes,9,Good,Socializing,Moderate,2,No
81,99,25,17,10,C,18,Female,Single,0,Master's Degree,High School,Mother,No,0,Good,Sports,Moderate,1,Yes
69,70,9,21,17,D,18,Female,Married,1,High School,Master's Degree,Uncle,No,5,Average,Reading,Moderate,7,Yes
84,94,25,25,20,A,22,Female,Engaged,0,Bachelor's Degree,College,Sister,No,7,Good,Watching TV,Low,1,Yes
79,75,19,18,39,A,23,Male,Married,1,Bachelor's Degree,Master's Degree,Brother,Yes,5,Good,Watching TV,Low,3,Yes
